Toy Story,Tom Hanks,Tim Allen,Don Rickles,Wallace Shawn,John Ratzenberger,Annie Potts,John Morris,Laurie Metcalf,R. Lee Ermey,Penn Jillette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumanji,Robin Williams,Jonathan Hyde,Kirsten Dunst,Bonnie Hunt,Bebe Neuwirth,David Alan Grier,Patricia Clarkson,James Handy,Malcolm Stewart,Darryl Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Father of the Bride Part II,Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern,Kieran Culkin,BD Wong,Peter Michael Goetz,Kate McGregor-Stewart,Jane Adams,Eugene Levy,Lori Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Kiss,Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,Francois Cluzet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Goofy Movie,Bill Farmer,Jason Marsden,Rob Paulsen,Jim Cummings,Julie Brown,Wayne Allwine,Wallace Shawn,Florence Stanley,Frank Welker,Pat Buttram,Pauly Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavenly Creatures,Melanie Lynskey,Kate Winslet,Diana Kent,Clive Merrison,Jed Brophy,Peter Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Q.,Tim Robbins,Meg Ryan,Walter Matthau,Stephen Fry,Joseph Maher,Tony Shalhoub,Frank Whaley,Charles Durning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interview with the Vampire,Brad Pitt,Tom Cruise,Kirsten Dunst,Antonio Banderas,Christian Slater,Stephen Rea,Thandie Newton,Indra Ove,Andrew Tiernan,Helen McCrory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed,Aida Turturro,Christopher Meloni,Megan Cavanagh,Welker White,James Eckhouse,Stefan Gierasch,Kevin West,Kathleen Chalfant,Anna Gunn,Lawrence Tierney,Fred Stoller,Tom Dugan,Lawrence T. Wrentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Cause,Sean Connery,Laurence Fishburne,Blair Underwood,Ruby Dee,Scarlett Johansson,Ed Harris,Christopher Murray,Ned Beatty,Chris Sarandon,Deborah Smith Ford,Hope Lange,Kevin McCarthy,Victor Slezak,Lynne Thigpen,George Plimpton,Vitamin C,Deborah Smith Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Wars,Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness,Anthony Daniels,Kenny Baker,Peter Mayhew,David Prowse,James Earl Jones,Jack Purvis,Denis Lawson,Garrick Hagon,Richard LeParmentier,William Hootkins,Angus MacInnes,Scott Beach,Peter Diamond,Harry Fielder,Derek Lyons,Marcus Powell,Shane Rimmer,Malcolm Tierney,Burnell Tucker,Bill Weston,Fred Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Women,Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst,Claire Danes,Christian Bale,Eric Stoltz,Susan Sarandon,John Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legends of the Fall,Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond,Henry Thomas,David Kaye,Kenneth Welsh,Nigel Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major Payne,Damon Wayans,Michael Ironside,Chris Owen,Leonard L. Thomas,Albert Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Shelley's Frankenstein,Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn,Ian Holm,Richard Briers,John Cleese,Robert Hardy,Celia Imrie,Hugh Bonneville,David Kennedy,Angus Wright,Jim Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracle on 34th Street,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,J.T. Walsh,James Remar,Jennifer Morrison,Joss Ackland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder in the First,Christian Slater,Kevin Bacon,Gary Oldman,Embeth Davidtz,William H. Macy,Stephen Tobolowsky,Brad Dourif,Kyra Sedgwick,Mia Kirshner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nell,Jodie Foster,Liam Neeson,Natasha Richardson,Richard Libertini,Nick Searcy,Jeremy Davies,Sean Bridgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Born Killers,Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Rodney Dangerfield,Edie McClurg,Russell Means,Sean Stone,Jared Harris,O-Lan Jones,Pruitt Taylor Vince,Steven Wright,Lanny Flaherty,Richard Lineback,Kirk Baltz,Dale Dye,Evan Handler,Saemi Nakamura,Balthazar Getty,Red West,Peter Crombie,Joe Grifasi,Carl Ciarfalio,Marshall Bell,Louis Lombardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak,Dustin Hoffman,Rene Russo,Morgan Freeman,Kevin Spacey,Cuba Gooding Jr.,Donald Sutherland,Patrick Dempsey,Benito Martinez,Malick Bowens,Zakes Mokae,Dale Dye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon: The Professional,Jean Reno,Natalie Portman,Gary Oldman,Danny Aiello,Peter Appel,Michael Badalucco,Ellen Greene,Don Creech,Jernard Burks,Maiwenn,George Martin,Tommy Hollis,Samy Naceri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulp Fiction,John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames,Harvey Keitel,Eric Stoltz,Tim Roth,Amanda Plummer,Quentin Tarantino,Christopher Walken,Rosanna Arquette,Peter Greene,Duane Whitaker,Phil LaMarr,Steve Buscemi,Bronagh Gallagher,Frank Whaley,Paul Calderon,Joseph Pilato,Kathy Griffin,Alexis Arquette,Julia Sweeney,Glendon Rich,Philip Ettington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quiz Show,John Turturro,Ralph Fiennes,David Paymer,Hank Azaria,Christopher McDonald,Elizabeth Wilson,Allan Rich,Mira Sorvino,George Martin,Paul Guilfoyle,Griffin Dunne,Michael Mantell,Byron Jennings,Ben Shenkman,Timothy Busfield,Jack Gilpin,Bruce Altman,Martin Scorsese,Ernie Sabella,Barry Levinson,Debra Monk,Mario Cantone,Jerry Grayson,Illeana Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Quick and the Dead,Sharon Stone,Gene Hackman,Russell Crowe,Leonardo DiCaprio,Tobin Bell,Roberts Blossom,Kevin Conway,Keith David,Lance Henriksen,Pat Hingle,Gary Sinise,Mark Boone Junior,Raynor Scheine,Woody Strode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Colors: Red,Irene Jacob,Jean-Louis Trintignant,Jean-Pierre Lorit,Samuel Le Bihan,Zbigniew Zamachowski,Juliette Binoche,Julie Delpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Swan Princess,Jack Palance,John Cleese,Steven Wright,Steve Vinovich,Mark Harelik,Joel McKinnon Miller,Dakin Matthews,Adam Wylie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Specialist,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Eric Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stargate,Kurt Russell,James Spader,Leon Rippy,John Diehl,Djimon Hounsou,Erick Avari,Christopher John Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Santa Clause,Tim Allen,Judge Reinhold,Wendy Crewson,David Krumholtz,Peter Boyle,Eric Lloyd,Larry Brandenburg,Jayne Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Tim Robbins,Morgan Freeman,Bob Gunton,Clancy Brown,Mark Rolston,James Whitmore,Gil Bellows,William Sadler,Jeffrey DeMunn,Larry Brandenburg,Brian Libby,David Proval,Jude Ciccolella,V.J. Foster,Frank Medrano,Ned Bellamy,Don McManus,Bill Bolender,James Babson,Actor Sergio Kato,Philip Ettington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shallow Grave,Kerry Fox,Christopher Eccleston,Ewan McGregor,Ken Stott,Keith Allen,Peter Mullan,Gary Lewis,Tony Curran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swimming with Sharks,Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio del Toro,Patrick Fischler,Jerry Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tank Girl,Lori Petty,Ice-T,Naomi Watts,Malcolm McDowell,Iggy Pop,Don Harvey,Jeff Kober,Reg E. Cathey,Scott Coffey,Ann Cusack,James Hong,Richard Schiff,Doug Jones,Clayton Landey,Anne Fletcher,Ann Magnuson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Trek: Generations,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn,Gates McFadden,Marina Sirtis,William Shatner,James Doohan,Walter Koenig,Malcolm McDowell,Alan Ruck,Whoopi Goldberg,Thomas Dekker,Jenette Goldstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village of the Damned,Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Pare,Mark Hamill,Peter Jason,Karen Kahn,Thomas Dekker,George Buck Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Boy,Chris Farley,David Spade,Brian Dennehy,Dan Aykroyd,Rob Lowe,Sean McCann,Zach Grenier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's Eating Gilbert Grape,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Mary Steenburgen,Laura Harrington,John C. Reilly,Kevin Tighe,Crispin Glover,Brady Coleman,Libby Villari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch,William Forsythe,Stephen Spinella,Louise Fletcher,Una Damon,Traci Lords,Kaley Cuoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
While You Were Sleeping,Sandra Bullock,Bill Pullman,Peter Gallagher,Peter Boyle,Jack Warden,Micole Mercurio,Monica Keena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muriel's Wedding,Toni Collette,Bill Hunter,Rachel Griffiths,Daniel Wyllie,Daniel Lapaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Ventura: Pet Detective,Jim Carrey,Sean Young,Courteney Cox,Noble Willingham,Troy Evans,Raynor Scheine,Udo Kier,Frank Adonis,Tiny Ron Taylor,John Capodice,Alice Drummond,Mark Margolis,Randall 'Tex' Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullets Over Broadway,John Cusack,Dianne Wiest,Jennifer Tilly,Chazz Palminteri,Mary-Louise Parker,Jack Warden,Rob Reiner,Tracey Ullman,Joe Viterelli,Jim Broadbent,Harvey Fierstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear and Present Danger,Harrison Ford,Willem Dafoe,Anne Archer,Joaquim de Almeida,Henry Czerny,Harris Yulin,Donald Moffat,Miguel Sandoval,Benjamin Bratt,Raymond Cruz,Thora Birch,Ann Magnuson,Hope Lange,James Earl Jones,Ted Raimi,Greg Germann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Client,Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker,Anthony LaPaglia,Bradley Whitford,Will Patton,Brad Renfro,Anthony Edwards,J.T. Walsh,Anthony Heald,Kim Coates,Kimberly Scott,William H. Macy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Crow,Ernie Hudson,Michael Wincott,Bai Ling,Anna Levine,David Patrick Kelly,Laurence Mason,Michael Massee,Tony Todd,Jon Polito,Bill Raymond,Marco Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flintstones,John Goodman,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,Kyle MacLachlan,Halle Berry,Elizabeth Taylor,Richard Moll,Irwin Keyes,Jonathan Winters,Harvey Korman,Corey Burton,Roger L. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forrest Gump,Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field,Haley Joel Osment,Siobhan Fallon,Afemo Omilami,Sam Anderson,Brett Rice,Stephen Bridgewater,Michael Jace,Geoffrey Blake,Dick Cavett,Joe Alaskey,Zach Hanner,Mary Ellen Trainor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Weddings and a Funeral,Hugh Grant,Andie MacDowell,James Fleet,Simon Callow,John Hannah,Kristin Scott Thomas,Rowan Atkinson,Anna Chancellor,Rupert Vansittart,Struan Rodger,Sophie Thompson,Anna Chancellor,Struan Rodger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Could Happen to You,Nicolas Cage,Bridget Fonda,Rosie Perez,Wendell Pierce,Isaac Hayes,Seymour Cassel,Stanley Tucci,Richard Jenkins,J.E. Freeman,Vincent Pastore,Emily Deschanel,Ann Dowd,Frank Pellegrino,Peter Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lion King,Matthew Broderick,James Earl Jones,Jeremy Irons,Moira Kelly,Ernie Sabella,Nathan Lane,Robert Guillaume,Rowan Atkinson,Whoopi Goldberg,Cheech Marin,Jim Cummings,Frank Welker,David McCharen,Phil Proctor,Brian Tochi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Nightmare,Robert Englund,Miko Hughes,Wes Craven,John Saxon,Matt Winston,Rob LaBelle,Bodhi Elfman,Sam Rubin,Robert Shaye,W. Earl Brown,Jsu Garcia,Tuesday Knight,Lin Shaye,Sandra Ellis Lafferty,Amanda Wyss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mask,Jim Carrey,Cameron Diaz,Nancy Fish,Tim Bagley,Peter Riegert,Peter Greene,Amy Yasbeck,Anne Fletcher,Reg E. Cathey,Jeremy Roberts,Ben Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maverick,Mel Gibson,Jodie Foster,James Garner,Graham Greene,Alfred Molina,James Coburn,Dub Taylor,Geoffrey Lewis,Paul L. Smith,Dan Hedaya,Max Perlich,Art LaFleur,Corey Feldman,Read Morgan,Steve Kahan,William Smith,Michael Paul Chan,Bert Remsen,Robert Fuller,Donal Gibson,Bill Henderson,Danny Glover,Margot Kidder,Reba McEntire,Bob Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Naked Gun 33 1/3: The Final Insult,Leslie Nielsen,George Kennedy,O.J. Simpson,Fred Ward,Kathleen Freeman,Doris Belack,Nigel Gibbs,James Earl Jones,Ellen Greene,Raye Birk,Randall 'Tex' Cobb,Weird Al Yankovic,Julie Strain,Elisa Gabrielli,Shannen Doherty,Elliott Gould,Mariel Hemingway,James Earl Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reality Bites,Winona Ryder,Ben Stiller,Janeane Garofalo,Steve Zahn,Ethan Hawke,Swoosie Kurtz,Joe Don Baker,John Mahoney,Anne Meara,Harry O'Reilly,Barry Del Sherman,Keith David,Renee Zellweger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The River Wild,Meryl Streep,David Strathairn,Kevin Bacon,Benjamin Bratt,John C. Reilly,Joseph Mazzello,William Lucking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,Keanu Reeves,Dennis Hopper,Sandra Bullock,Joe Morton,Jeff Daniels,Alan Ruck,Glenn Plummer,Richard Lineback,Beth Grant,Jordan Lund,Patrick Fischler,Susan Barnes,Beau Starr,John Capodice,Thomas Rosales Jr.,James DuMont,Richard Schiff,Sandy Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timecop,Jean-Claude Van Damme,Ron Silver,Bruce McGill,Gloria Reuben,Scott Lawrence,Kenneth Welsh,Kevin McNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Lies,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton,Tia Carrere,Art Malik,Eliza Dushku,Grant Heslov,Charlton Heston,Marshall Manesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf,Jack Nicholson,Christopher Plummer,James Spader,Michelle Pfeiffer,Kate Nelligan,Richard Jenkins,Eileen Atkins,David Hyde Pierce,Om Puri,Ron Rifkin,Brian Markinson,Peter Gerety,Allison Janney,David Schwimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyatt Earp,Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,Linden Ashby,Jeff Fahey,Joanna Going,Mark Harmon,Michael Madsen,Catherine O'Hara,Bill Pullman,Isabella Rossellini,Tom Sizemore,JoBeth Williams,Mare Winningham,James Gammon,Rex Linn,Adam Baldwin,Annabeth Gish,Ian Bohen,Betty Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Fighter,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen,Kylie Minogue,Wes Studi,Byron Mann,Roshan Seth,Grand L. Bush,Jay Tavare,Simon Callow,Andrew Bryniarski,Miguel A. Nunez Jr.,Robert Mammone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Mouth of Madness,Sam Neill,Jurgen Prochnow,David Warner,Peter Jason,Charlton Heston,John Glover,Conrad Bergschneider,Bernie Casey,Frances Bay,Hayden Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addams Family Values,Raul Julia,Anjelica Huston,Christopher Lloyd,Christina Ricci,Joan Cusack,Carel Struycken,Harriet Sansom Harris,Carol Kane,Peter MacNicol,Christine Baranski,Sam McMurray,Nathan Lane,David Hyde Pierce,Tony Shalhoub,Peter Graves,Cynthia Nixon,David Krumholtz,Ian Abercrombie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Age of Innocence,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Geraldine Chaplin,Jonathan Pryce,Richard E. Grant,Alec McCowen,Mary Beth Hurt,Stuart Wilson,Miriam Margolyes,Michael Gough,Robert Sean Leonard,June Squibb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airheads,Brendan Fraser,Steve Buscemi,Adam Sandler,Chris Farley,Judd Nelson,Michael McKean,Nina Siemaszko,Joe Mantegna,David Arquette,Ernie Hudson,Michael Richards,Marshall Bell,Harold Ramis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly Hills Cop III,Eddie Murphy,Judge Reinhold,Hector Elizondo,Timothy Carhart,Bronson Pinchot,Stephen McHattie,Theresa Randle,John Saxon,Jon Tenney,Jimmy Ortega,Julie Strain,George Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blown Away,Jeff Bridges,Tommy Lee Jones,Lloyd Bridges,Forest Whitaker,John Finn,Loyd Catlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Bronx Tale,Robert De Niro,Chazz Palminteri,Francis Capra,Clem Caserta,Frank Pietrangolare,Joe Pesci,Joe D'Onofrio,Paul Perri,Domenick Lombardozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlito's Way,Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,Luis Guzman,Adrian Pasdar,Viggo Mortensen,James Rebhorn,Richard Foronjy,John Ortiz,Paul Mazursky,Vincent Pastore,Jon Seda,Marc Anthony,Rick Aviles,James Bulleit,Rocco Sisto,John Finn,Brian Tarantina,John Michael Bolger,Frank Pietrangolare,Dean Rader Duval,Michael P. Moran,David Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Slickers II: The Legend of Curly's Gold,Billy Crystal,Daniel Stern,Jon Lovitz,Jack Palance,Pruitt Taylor Vince,Bill McKinney,Beth Grant,Bob Balaban,Noble Willingham,David Paymer,Josh Mostel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliffhanger,Sylvester Stallone,John Lithgow,Michael Rooker,Rex Linn,Caroline Goodall,Max Perlich,Ralph Waite,Paul Winfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coneheads,Dan Aykroyd,Jane Curtin,Sinbad,Phil Hartman,Adam Sandler,Chris Farley,Eddie Griffin,Michael Richards,David Spade,Michael McKean,McNally Sagal,Jason Alexander,Joey Lauren Adams,Parker Posey,Kevin Nealon,Julia Sweeney,Ellen DeGeneres,Tim Meadows,Tom Arnold,Jon Lovitz,Laraine Newman,James Keane,Whip Hubley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color of Night,Bruce Willis,Ruben Blades,Lesley Ann Warren,Scott Bakula,Brad Dourif,Lance Henriksen,Kevin J. O'Connor,Eriq La Salle,Jeff Corey,Kathleen Wilhoite,Shirley Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave,Kevin Kline,Sigourney Weaver,Frank Langella,Kevin Dunn,Ving Rhames,Ben Kingsley,Charles Grodin,Laura Linney,Bonnie Hunt,Stefan Gierasch,Anna Deavere Smith,Tom Dugan,Steve Witting,Larry King,Jay Leno,Arnold Schwarzenegger,Ben Stein,Oliver Stone,Stephen Root,Catherine Reitman,George Martin,Dendrie Taylor,Robert Walsh,Dan Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dazed and Confused,Rory Cochrane,Adam Goldberg,Marissa Ribisi,Anthony Rapp,Milla Jovovich,Matthew McConaughey,Ben Affleck,Joey Lauren Adams,Parker Posey,Nicky Katt,Renee Zellweger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demolition Man,Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,Benjamin Bratt,Denis Leary,Bob Gunton,Glenn Shadix,Pat Skipper,Steve Kahan,John Enos III,Troy Evans,Bill Cobbs,Jack Black,Toshishiro Obata,Jesse Ventura,Rob Schneider,Grand L. Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Firm,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Holly Hunter,Ed Harris,Hal Holbrook,David Strathairn,Terry Kinney,Wilford Brimley,Gary Busey,Margo Martindale,Paul Sorvino,Joe Viterelli,Tobin Bell,Dean Norris,Barbara Garrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free Willy,Lori Petty,August Schellenberg,Michael Madsen,Michael Ironside,Richard Riehle,Mykelti Williamson,Michael Bacall,Danielle Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fugitive,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,Joe Pantoliano,Jeroen Krabbe,Daniel Roebuck,L. Scott Caldwell,Ron Dean,Richard Riehle,Andy Romano,Nick Searcy,David Darlow,Jane Lynch,Neil Flynn,Kevin Crowley,Eddie Bo Smith Jr.,Danny Goldring,Johnny Lee Davenport,Mike Bacarella,Bill Cusack,David Pasquesi,Juan Ramirez,Sal Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard Target,Jean-Claude Van Damme,Arnold Vosloo,Lance Henriksen,Sven-Ole Thorsen,Wilford Brimley,Ted Raimi,Kasi Lemmons,Lenore Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Shots! Part Deux,Charlie Sheen,Lloyd Bridges,Valeria Golino,Richard Crenna,Rowan Atkinson,Miguel Ferrer,David Wohl,Mitchell Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The House of the Spirits,Meryl Streep,Glenn Close,Jeremy Irons,Winona Ryder,Antonio Banderas,Armin Mueller-Stahl,Vanessa Redgrave,Maria Conchita Alonso,Vincent Gallo,Grace Gummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hudsucker Proxy,Tim Robbins,Jennifer Jason Leigh,Paul Newman,Charles Durning,John Mahoney,Bill Cobbs,Bruce Campbell,Joe Grifasi,Steve Buscemi,Joanne Pankow,Roy Brocksmith,Jon Polito,John Goodman,Richard Schiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
